obs,data marking,Stat Unit eng,Stat unit cym,Meas type eng,meas type cym,obs type eng,obstype cym,obs type val,unit mult,unit of meas eng,unit of meas cym,confidentiality,empty,geog,empt,empt,Time dim it id,Time dilab eng,time dilad cym,time type,emp,statpopid,statpopeng,ststpopcym,cdid,cdiddesc,empt,empt,empt,empt,empt,empt,empt,empt,dim1id,dim1labeng,dim1labcym,dim1itid,dim1iflabeng,dim1iflabcy,istot,issubtot,Dim2id,dim2labeng,dim2labcym,dim2itid,dim2iflabeng,dim2itlabcym,istot,issubtot,Dim3id,dim3labeng,dim3labcym,dim3itid,dim3iflabeng,dim3itlabcym,istot,issubtot,Dim4id,dim4labeng,dim4labcym,dim4itid,dim4iflabeng,dim4itlabcym,istot,issubtot
6.6,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAE,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
17.83,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAF,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
25.3,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAG,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
20.87,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAH,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
29.57,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAI,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
88.9,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAJ,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
85.47,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAK,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
91.86,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,IAAAL,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
39.94,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCTA,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
39.24,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCTD,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
40.68,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCTG,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
63.79,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGTS,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
68.88,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGTT,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
58.9,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGTU,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
78.99,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSW,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
83.44,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSX,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
74.58,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSY,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
29.23,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCPV,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
27.74,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCPY,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
30.8,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCQB,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
67.81,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCPW,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
69.09,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCPZ,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
66.47,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCQC,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
87.31,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAA,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
93.34,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAB,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
81.24,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAC,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
87.72,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAD,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
93.4,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAE,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
82.17,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAF,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
74.7,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAG,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
79.13,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAH,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
70.43,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAI,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
11.1,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAJ,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
14.53,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAK,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
8.14,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,AAAAL,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
60.06,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCPX,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
60.76,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCQA,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
59.32,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YCQD,,,,,,,,,,Economic Status,Economic Status,,Economically Active,Economically Active,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
61.52,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGRZ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
66.36,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGSA,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
56.88,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGSB,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
76.11,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSE,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
80.29,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSF,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
71.98,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSG,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
24.34,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTO,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
22.42,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTP,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
26.35,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTQ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
62.68,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTR,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
62.37,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTS,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
63.01,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTT,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
84.48,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTU,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
90.36,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTV,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
78.56,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTW,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
85.34,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTX,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
91.24,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTY,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
79.59,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBTZ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
72.49,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUW,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
76.74,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUX,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
68.39,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUY,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
10.94,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUZ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
14.35,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGVA,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
8.01,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGVB,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
54.98,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUQ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
54.33,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUR,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
55.66,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGUS,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
3.83,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGSC,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
3.99,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGSD,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
3.65,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,MGSE,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
3.93,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSH,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
4.12,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSI,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
3.72,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBSJ,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
20.32,,People,,Percent,,,,,1,Rates,,,,,,,Feb-Apr 2019,Feb-Apr 2019,,Quarter,,Labour market status,Labour market status,,YBVH,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Seasonal Adjusted,Seasonal Adjusted,,,
